,Open,High,Low,Close,Volume,Datetime,prediction_close,batch_open,trade,return_of_rate,cumulative_return_of_rate,mdd,rate,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2019-12-05,7199.58,7500.0,7150.06,7390.42,4641.75678879,2019-12-05 00:00:00,7184.327301347414,7199.58,0,1,0.9598645939383551,57.9650324443626,1,,1,1.9242135905643027,18.159176196299693,0.0,1,1.7866474003740138,34.85730118277757,1,1,1.076172052263008,23.581715619102415,0.2,1,1.4685501807880932,18.811240157785257,0.1,1,2.2428174118369775,18.057310589173188,0.0,1,1.3045341047782364,10.90525383794367,0.2,1,1.743242256016904,12.395833491751501,0.1
2019-12-06,7397.35,7618.99,7305.56,7541.79,4167.2401632,2019-12-06 00:00:00,7395.718373954935,7397.35,0,1,0.9598645939383551,57.9650324443626,1,,1,1.9242135905643027,18.159176196299693,0.2,1,1.7866474003740138,34.85730118277757,1,1,1.076172052263008,23.581715619102415,0.2,1,1.4685501807880932,18.811240157785257,0.2,1,2.2428174118369775,18.057310589173188,0.2,1,1.3045341047782364,10.90525383794367,0.2,1,1.743242256016904,12.395833491751501,0.2
2019-12-07,7535.46,7638.88,7486.7,7502.65,2034.573719,2019-12-07 00:00:00,7542.487675947651,7535.46,1,0.9956459194262858,0.955685266156492,58.1480560800133,1,,0.9982583677705144,1.9208623181585616,18.30171281272388,0.4,0.9956459194262858,1.7788681936359683,35.140937742216956,1,0.9982583677705144,1.074297756332315,23.714808166102188,0.4,0.9982583677705144,1.4659925064626156,18.952641118598436,0.4,0.9982583677705144,2.238911248747671,18.200024618021807,0.4,0.9982583677705144,1.3022620861368914,11.060424119337348,0.4,0.9982583677705144,1.7402061691200237,12.548407731579497,0.4
2019-12-08,7505.86,7580.0,7382.69,7524.26,1798.77041268,2019-12-08 00:00:00,7506.290675087157,7505.86,1,1.0024514179587682,0.9580280501808782,58.04545947307847,1,,1.001470850775261,1.9236876199883948,18.181546823676978,0.6,1.0024514179587682,1.783228943072129,34.98194107220936,1,1.0004902835917537,1.0748244668949027,23.677406788252235,0.2,1.0009805671835073,1.4674300106057203,18.873168738169397,0.4,1.001470850775261,2.2422043530936318,18.0797090608149,0.6,1.0004902835917537,1.3029005638698874,11.016818504625519,0.2,1.0009805671835073,1.7419125581819996,12.462655570055627,0.4
2019-12-09,7516.8,7666.0,7268.03,7340.52,6582.47031165,2019-12-09 00:00:00,7541.989439347034,7516.8,1,0.9765485312899106,0.9355608853386734,59.02935506749175,1,,0.9859291187739464,1.8966196399715083,19.33280456042045,0.6,0.9765485312899106,1.7414096053107473,36.50671004674519,1,0.9953097062579821,1.069783224424058,24.035382169567868,0.2,0.9906194125159642,1.4536646550145338,19.634186076123612,0.4,0.9859291187739464,2.210654561956711,19.23239974462393,0.6,0.9953097062579821,1.2967895775086968,11.43417576393812,0.2,0.9906194125159642,1.7255723950404327,13.2838072876009,0.4
2019-12-10,7332.05,7400.0,7150.23,7216.07,4090.62092926,2019-12-10 00:00:00,7311.395519879939,7332.05,0,1,0.9355608853386734,59.02935506749175,1,,1,1.8966196399715083,19.33280456042045,0.0,1,1.7414096053107473,36.50671004674519,1,1,1.069783224424058,24.035382169567868,0.2,1,1.4536646550145338,19.634186076123612,0.1,1,2.210654561956711,19.23239974462393,0.0,1,1.2967895775086968,11.43417576393812,0.2,1,1.7255723950404327,13.2838072876009,0.1
2019-12-11,7224.5,7271.0,7122.28,7207.42,3419.93896517,2019-12-11 00:00:00,7241.595637970304,7224.5,1,0.9976358225482732,0.9333490533888382,59.126216942423895,1,,1,1.8966196399715083,19.33280456042045,0.0,0.9976358225482732,1.737292603987651,36.656819451188625,1,0.9995271645096546,1.0692773929485742,24.07130093688862,0.2,0.9997635822548273,1.453320982894558,19.653185980640465,0.1,1,2.210654561956711,19.23239974462393,0.0,0.9995271645096546,1.2961764093729407,11.476052828868626,0.2,0.9997635822548273,1.725164439105665,13.304308534351922,0.1
2019-12-12,7208.95,7296.19,7072.2,7188.42,4376.88899274,2019-12-12 00:00:00,7154.2651509519665,7208.95,0,1,0.9333490533888382,59.126216942423895,1,,1,1.8966196399715083,19.33280456042045,0.0,1,1.737292603987651,36.656819451188625,1,1,1.0692773929485742,24.07130093688862,0.2,1,1.453320982894558,19.653185980640465,0.1,1,2.210654561956711,19.23239974462393,0.0,1,1.2961764093729407,11.476052828868626,0.2,1,1.725164439105665,13.304308534351922,0.1
2019-12-13,7185.15,7302.35,7179.65,7257.47,3178.07849595,2019-12-13 00:00:00,7212.732403989648,7185.15,1,1.010065203927545,0.942743401946778,58.71481398065915,1,,1,1.8966196399715083,19.33280456042045,0.0,1.010065203927545,1.7547788083286027,36.01925742154553,1,1.002013040785509,1.0714298919516023,23.918453368883938,0.2,1.0010065203927545,1.4547837801010592,19.57231527383713,0.1,1,2.210654561956711,19.23239974462393,0.0,1.002013040785509,1.298785665350223,11.297850512718895,0.2,1.0010065203927545,1.7269008522944798,13.217047552927797,0.1
2019-12-14,7255.94,7269.0,7007.48,7059.03,2012.34890643,2019-12-14 00:00:00,7250.961371693414,7255.94,0,1,0.942743401946778,58.71481398065915,1,,1,1.8966196399715083,19.33280456042045,0.2,1,1.7547788083286027,36.01925742154553,1,1,1.0714298919516023,23.918453368883938,0.2,1,1.4547837801010592,19.57231527383713,0.2,1,2.210654561956711,19.23239974462393,0.2,1,1.298785665350223,11.297850512718895,0.2,1,1.7269008522944798,13.217047552927797,0.2
2019-12-15,7066.35,7225.23,7007.0,7115.08,1848.34572822,2019-12-15 00:00:00,7060.677631342671,7066.35,0,1,0.942743401946778,58.71481398065915,1,,1,1.8966196399715083,19.33280456042045,0.0,1,1.7547788083286027,36.01925742154553,1,1,1.0714298919516023,23.918453368883938,0.2,1,1.4547837801010592,19.57231527383713,0.1,1,2.210654561956711,19.23239974462393,0.0,1,1.298785665350223,11.297850512718895,0.2,1,1.7269008522944798,13.217047552927797,0.1
2019-12-16,7115.08,7147.91,6820.0,6882.19,5923.05547919,2019-12-16 00:00:00,7128.362063959112,7115.08,1,0.9672681122348589,0.9118856307229287,60.066156055807184,1,,1,1.8966196399715083,19.33280456042045,0.0,1,1.7547788083286027,36.01925742154553,1,0.9934536224469718,1.064415907357287,24.41651189794954,0.2,0.9967268112234859,1.4500219981597777,19.83557026880382,0.1,1,2.210654561956711,19.23239974462393,0.0,1,1.298785665350223,11.297850512718895,0.2,1,1.7269008522944798,13.217047552927797,0.1
2019-12-17,6882.08,6938.77,6550.0,6612.3,7107.25638535,2019-12-17 00:00:00,6848.011563846655,6882.08,0,1,0.9118856307229287,60.066156055807184,1,,1,1.8966196399715083,19.33280456042045,0.0,1,1.7547788083286027,36.01925742154553,1,1,1.064415907357287,24.41651189794954,0.2,1,1.4500219981597777,19.83557026880382,0.1,1,2.210654561956711,19.23239974462393,0.0,1,1.298785665350223,11.297850512718895,0.2,1,1.7269008522944798,13.217047552927797,0.1
2019-12-18,6619.53,7449.68,6425.0,7286.91,12873.63439214,2019-12-18 00:00:00,6660.251135524921,6619.53,1,1.1008198467262782,1.00382180024431,56.04003203016256,1,,1,1.8966196399715083,19.33280456042045,0.0,1,1.7547788083286027,36.01925742154553,1,1.0201639693452556,1.0858787570838417,22.892448760852304,0.2,1.0100819846726279,1.4646410977201978,19.02735371696395,0.1,1,2.210654561956711,19.23239974462393,0.0,1,1.298785665350223,11.297850512718895,0.2,1,1.7269008522944798,13.217047552927797,0.1
2019-12-19,7286.91,7372.12,7000.0,7149.57,5936.55634536,2019-12-19 00:00:00,7227.699603698151,7286.91,0,1,1.00382180024431,56.04003203016256,1,,1,1.8966196399715083,19.33280456042045,0.6,1,1.7547788083286027,36.01925742154553,1,1,1.0858787570838417,22.892448760852304,0.2,1,1.4646410977201978,19.02735371696395,0.4,1,2.210654561956711,19.23239974462393,0.6,1,1.298785665350223,11.297850512718895,0.2,1,1.7269008522944798,13.217047552927797,0.4
