,Open,Close,Volume,ADX_14,DMP_14,DMN_14,MACD_14_24_9,MACDh_14_24_9,MACDs_14_24_9,RSI_14,target,prediction_close,batch_open,trade,return of rate,cumulative return of rate,mdd,Datetime,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2018-11-25,3780.67,3938.89,26969.94763424,47.74511700204509,3.9785806811041176,47.44155701559023,-429.4973404790744,-128.2642280882592,-301.2331123908152,18.28772615462305,3727.34,3590.41569873703,3780.67,0,1,0.6574669481484313,77.33554515105357,2018-11-25,,1,1.7328849230527072,38.17396829792284,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8582258636096601,34.55949085350801,0.4,1,1.2369569527361786,36.04476769573143,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-11-26,3934.22,3727.34,24357.88293934,50.372266080172366,3.5454267383567526,42.27652477960349,-454.381920179213,-122.51904623071823,-331.8628739484948,16.70684836500667,3771.01,3992.534839345316,3934.22,1,0.9474152436823564,0.6228942088931413,78.52734998635763,2018-11-26,,1,1.7328849230527072,38.17396829792284,0.0,1,1.092683829708006,61.7377559362166,1,0.9789660974729426,0.8401740244482949,35.93596014421633,0.4,0.9894830487364713,1.2239479367491692,36.717381756923075,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-11-27,3727.34,3771.01,16814.00296565,52.81176165271912,3.3410234302479145,39.83917036276921,-467.0474179115463,-108.14763517044116,-358.8997827411051,18.277341065292887,4220.16,3747.6390905518615,3727.34,1,1.011716130001556,0.6301921184217497,78.2757736273199,2018-11-27,,1,1.7328849230527072,38.17396829792284,0.0,1,1.092683829708006,61.7377559362166,1,1.0046864520006225,0.8441114596860416,35.63572709646623,0.4,1.0023432260003111,1.226815923377587,36.56909628048813,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-11-28,3771.01,4220.16,22983.71348838,52.3392332599928,13.009761744267413,35.35039659758847,-448.20953564573665,-71.44780232370522,-376.76173332203143,32.39595881129569,4249.8,3716.220594969917,3771.01,0,1,0.6301921184217497,78.2757736273199,2018-11-28,,1,1.7328849230527072,38.17396829792284,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8441114596860416,35.63572709646623,0.4,1,1.226815923377587,36.56909628048813,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-11-29,4219.77,4249.8,15944.01262628,51.66075394238349,13.256909221293263,33.12878173955961,-426.8277624722432,-40.05282332016941,-386.7749391520738,33.215921532357,3971.06,4219.08284212877,4219.77,0,1,0.6301921184217497,78.2757736273199,2018-11-29,,1,1.7328849230527072,38.17396829792284,0.4,1,1.092683829708006,61.7377559362166,1,1,0.8441114596860416,35.63572709646623,0.4,1,1.226815923377587,36.56909628048813,0.4,1,1.9242754027455087,25.230360628969557,0.4,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.4
2018-11-30,4250.0,3971.06,14364.62144791,51.40910696859091,12.139550167126966,34.67499258640254,-420.09266586220747,-26.654181368106947,-393.4384844941005,29.582154868159424,4140.39,4259.503209611592,4250.0,1,0.9343670588235294,0.5888307561834997,79.70159849894233,2018-11-30,,0.9737468235294118,1.6873911893645828,39.79709801867366,0.4,1,1.092683829708006,61.7377559362166,1,0.9737468235294118,0.8219508525740582,37.32549371140381,0.4,0.9737468235294118,1.1946081084442277,38.23435898952536,0.4,1,1.9242754027455087,25.230360628969557,0.4,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.4
2018-12-01,3970.56,4140.39,6412.23253743,51.175434778640664,11.298267777725098,32.271982572524514,-401.2106270626091,-6.217714054806834,-394.99291300780226,34.28534219902234,4102.05,3887.056350802352,3970.56,0,1,0.5888307561834997,79.70159849894233,2018-12-01,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-02,4140.4,4102.05,7019.16205825,50.95578673284922,10.784063176543649,30.77331032624228,-383.9205681043941,8.857875922726578,-392.77844402712066,33.7359215122535,3834.34,4068.7899591785067,4140.4,0,1,0.5888307561834997,79.70159849894233,2018-12-02,,1,1.6873911893645828,39.79709801867366,0.4,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.4,1,1.9242754027455087,25.230360628969557,0.4,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.4
2018-12-03,4099.63,3834.34,10726.6773046,51.22106925138672,10.000549622996903,34.122515466615255,-380.31734170192976,9.968881860152749,-390.2862235620825,30.107867947303284,3903.52,4089.212974559077,4099.63,0,1,0.5888307561834997,79.70159849894233,2018-12-03,,1,1.6873911893645828,39.79709801867366,0.2,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.3,1,1.9242754027455087,25.230360628969557,0.2,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.3
2018-12-04,3830.81,3903.52,12249.9368879,51.4937011934654,9.39366773836377,32.39117404251281,-369.69805087221266,16.47053815189588,-386.16858902410854,32.13883587511792,3696.69,3718.771422654154,3830.81,0,1,0.5888307561834997,79.70159849894233,2018-12-04,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-05,3903.52,3696.69,13443.22072621,51.85488534443986,8.912222771343588,32.11093056184463,-368.31842377468,14.280132199542834,-382.59855597422285,29.38917097675139,3437.26,3847.678716610759,3903.52,0,1,0.5888307561834997,79.70159849894233,2018-12-05,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-06,3694.03,3437.26,15480.96697218,52.55296316036826,8.143773618370636,34.3026365933052,-377.12593791531845,4.378094447123544,-381.504032362442,26.344559273907493,3380.68,3654.3388575148856,3694.03,0,1,0.5888307561834997,79.70159849894233,2018-12-06,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-07,3437.22,3380.68,26513.2316249,53.460521868988785,7.615358508101452,36.22512620648924,-383.14338585235646,-1.311482791931553,-381.8319030604249,25.718778317300035,3398.8,3309.4213629440787,3437.22,0,1,0.5888307561834997,79.70159849894233,2018-12-07,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-08,3376.27,3398.8,10176.34927433,54.30325495556499,7.2148780490900535,34.32010030974555,-382.8880348917296,-0.8449054650437802,-382.0431294266858,26.322375155129016,3529.75,3300.9824378695134,3376.27,0,1,0.5888307561834997,79.70159849894233,2018-12-08,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-09,3398.8,3529.75,8011.02295177,54.27890908932006,9.697781948095306,32.432062571741376,-371.61629602027824,8.34146672512611,-379.95776274540435,30.704691678168306,3408.0,3211.672854269097,3398.8,0,1,0.5888307561834997,79.70159849894233,2018-12-09,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-10,3528.68,3408.0,10375.26877055,54.28444590265384,9.211752965110778,31.152100476939104,-365.15838906922545,11.839498940943145,-376.9978880101686,28.978863239702374,3353.42,3365.6233663330545,3528.68,0,1,0.5888307561834997,79.70159849894233,2018-12-10,,1,1.6873911893645828,39.79709801867366,0.2,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.3,1,1.9242754027455087,25.230360628969557,0.2,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.3
2018-12-11,3406.41,3353.42,8951.71070828,54.402014736724865,8.933680635227422,31.609834972767715,-359.02519511018045,14.378154319990529,-373.403349430171,28.213274358799083,3430.18,3329.771053375868,3406.41,0,1,0.5888307561834997,79.70159849894233,2018-12-11,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-12,3345.01,3430.18,7284.10378196,54.11002692186006,10.049782136534944,30.403543236122594,-346.21152637899377,21.753458440941756,-367.9649848199355,30.975160651359626,3262.73,3250.6577344090083,3345.01,0,1,0.5888307561834997,79.70159849894233,2018-12-12,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-13,3430.2,3262.73,11715.01908312,54.05441404733685,9.525611087801316,31.296786050530645,-341.232504895951,21.38598393918761,-362.61848883513863,28.40754387132883,3195.75,3314.624002431944,3430.2,0,1,0.5888307561834997,79.70159849894233,2018-12-13,,1,1.6873911893645828,39.79709801867366,0.2,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.3,1,1.9242754027455087,25.230360628969557,0.2,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.3
2018-12-14,3263.55,3195.75,14437.50526664,54.172156885270596,9.153401669181196,32.173835791873564,-337.19501838124825,20.338776363112288,-357.53379474436053,27.428149028265747,3179.54,3211.348124770204,3263.55,0,1,0.5888307561834997,79.70159849894233,2018-12-14,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-15,3194.04,3179.54,5814.86853241,54.30810817323258,8.900085445414605,31.624361562465293,-331.2435822707921,21.032169978854768,-352.27575224964687,27.183885729559748,3193.78,3155.0425856566408,3194.04,0,1,0.5888307561834997,79.70159849894233,2018-12-15,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-16,3180.84,3193.78,6033.50714633,54.2147605020937,9.500891335598128,30.929500839550563,-322.2055723344997,24.05614393211772,-346.26171626661744,27.792240954089863,3496.73,3080.0542134612692,3180.84,0,1,0.5888307561834997,79.70159849894233,2018-12-16,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-17,3191.41,3496.73,16389.79444903,52.02520542988814,17.0975323452496,27.637563599732093,-295.4050729737278,40.68531463431174,-336.0903876080395,39.393263984505545,3667.16,3132.0468845257783,3191.41,0,1,0.5888307561834997,79.70159849894233,2018-12-17,,1,1.6873911893645828,39.79709801867366,0.0,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.2,1,1.9242754027455087,25.230360628969557,0.0,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.2
2018-12-18,3499.37,3667.16,13792.36427592,49.50093122223224,18.386607040927696,25.751154294692988,-261.79555403835275,59.43586685574945,-321.2314208941022,44.76919363014839,3684.5,3459.3946300402245,3499.37,0,1,0.5888307561834997,79.70159849894233,2018-12-18,,1,1.6873911893645828,39.79709801867366,0.4,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.4,1,1.9242754027455087,25.230360628969557,0.4,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.4
2018-12-19,3667.16,3684.5,21125.61437541,46.050918013910014,23.29599964070542,23.86225058817141,-231.2802783641382,71.96091402397121,-303.2411923881094,45.300813592173924,4073.77,3658.1589785147803,3667.16,0,1,0.5888307561834997,79.70159849894233,2018-12-19,,1,1.6873911893645828,39.79709801867366,0.6,1,1.092683829708006,61.7377559362166,1,1,0.8219508525740582,37.32549371140381,0.4,1,1.1946081084442277,38.23435898952536,0.5,1,1.9242754027455087,25.230360628969557,0.6,1,1.0506364336388678,24.626595857521387,0.4,1,1.4386970850599503,24.65345817050525,0.5
2018-12-20,3684.03,4073.77,25986.85291601,43.606095918031976,26.436163202734996,20.84582098425732,-183.7213755906805,95.61585343794314,-279.33722902862365,55.626715550583896,3841.08,3740.175043498811,3684.03,1,1.1057917552245773,0.6511241954103673,77.55419497589226,2018-12-20,,1.0634750531347463,1.7944984347686024,35.97571561654305,0.6,1.1057917552245773,1.208280769958329,57.6899259778778,1,1.042316702089831,0.8567331019349171,34.673315300162045,0.4,1.0528958776122885,1.257797952743141,34.96721120199075,0.5,1.0634750531347463,2.0464188861806654,20.48435379702757,0.6,1.042316702089831,1.0950959026058862,21.43704196892769,0.4,1.0528958776122885,1.5147982299924376,20.66793671538312,0.5
2018-12-21,4073.58,3841.08,16967.23460506,41.335903971859516,23.955432815697968,18.889680028332553,-156.2515157730095,98.46857060449136,-254.72008637750085,49.599262733777095,3980.9,4207.031995078185,4073.58,1,0.9429248965283608,0.6139612145844326,78.83529162014744,2018-12-21,,0.9657549379170165,1.733045724462135,38.16823121007312,0.6,0.9429248965283608,1.1393180199901654,60.10477783058313,1,0.9771699586113443,0.8371738497587116,36.164726215643014,0.4,0.9714624482641804,1.2219034785935257,36.82308777683857,0.5,0.9657549379170165,1.9763391443756186,23.20737203781691,0.6,0.9771699586113443,1.0700948178248464,23.230637552392306,0.4,0.9714624482641804,1.4715695971347005,22.93187957567719,0.5
2018-12-22,3842.59,3980.9,7697.59815203,39.2278685932708,22.614150994184232,17.8320333295173,-125.2251313768079,103.59596400055437,-228.82109537736227,52.90168094334806,3943.83,3985.873234244939,3842.59,1,1.0359939519959194,0.636060105069541,78.0734901227154,2018-12-22,,1.0215963711975515,1.7704732232299487,36.832889379484676,0.6,1.0359939519959194,1.1803265781097774,58.6687911189506,1,1.0143975807983678,0.8492271279028932,35.2456527035468,0.4,1.0179969759979597,1.2438940461695969,35.68609440393312,0.5,1.0215963711975515,2.019020898149806,21.548929939110128,0.6,1.0143975807983678,1.0855015944263944,22.125344453713684,0.4,1.0179969759979597,1.498053399853661,21.544886462192782,0.5
2018-12-23,3977.65,3943.83,4609.89261726,37.432786446991535,22.782876970817632,17.153200527782673,-101.12809281688351,102.15440204838302,-203.28249486526653,51.93015858146686,4036.0,4037.886815003504,3977.65,1,0.9914974922378791,0.6306519990890118,78.25992044314323,2018-12-23,,0.9948984953427275,1.7614411458360648,37.15513668850169,0.6,0.9914974922378791,1.1702908422175613,59.02021004327956,1,0.9965989968951516,0.846338903804174,35.46588243975447,0.4,0.9957487461189396,1.2386059367781905,35.95950914470455,0.5,0.9948984953427275,2.008720853634764,21.949148438393774,0.6,0.9965989968951516,1.0818098001334324,22.390196399015597,0.4,0.9957487461189396,1.4916847945234972,21.878419068109427,0.5
2018-12-24,3947.82,4036.0,12017.91713092,36.454188997591125,25.777754499642725,15.889181377956902,-75.92028774839082,101.88976569350058,-177.8100534418914,54.183153481116044,3779.99,4017.6824069101744,3947.82,1,1.022336378051684,0.6447384805597143,77.7743258072876,2018-12-24,,1.0134018268310105,1.7850476750455766,36.31290071318246,0.6,1.022336378051684,1.1964309008997565,58.104869962327655,1,1.0089345512206735,0.8539005620902611,34.88929906093149,0.4,1.0111681890258422,1.2524389220086596,35.244292837524895,0.5,1.0134018268310105,2.0356413826670168,20.90312444175222,0.6,1.0089345512206735,1.0914752852037513,21.69678763351618,0.4,1.0111681890258422,1.5083442122757102,21.00594248526444,0.5
2018-12-25,4034.54,3779.99,11801.43441841,34.22551732264567,23.403916429784452,21.067906919788243,-68.66531477112949,87.31579093660952,-155.981105707739,47.52085897275076,3810.01,4174.58793607533,4034.54,1,0.9369073054177179,0.6040601925203156,79.1766034810137,2018-12-25,,0.9621443832506308,1.7174735943796986,38.72381513566325,0.6,0.9369073054177179,1.1209448514804836,60.748146606279505,1,0.9747629221670872,0.8323506071432212,36.532502888286274,0.4,0.968453652708859,1.212929048814032,37.28709886475577,0.5,0.9621443832506308,1.9585809226456181,23.8973854489578,0.6,0.9747629221670872,1.0639296384783634,23.672931898576238,0.4,0.968453652708859,1.4607614619206781,23.49791645756066,0.5
2018-12-26,3780.0,3810.01,10064.18282348,32.156036481624895,22.31348876008374,20.086317846141572,-60.54718629303488,76.34713553176331,-136.8943218247982,48.32326295390842,3591.69,3847.695566535412,3780.0,1,1.0079391534391535,0.6088559190752191,79.01128334092513,2018-12-26,,1.0031756613756615,1.7229277089370887,38.52922272214169,0.4,1.0079391534391535,1.1298442046532164,60.43652011941559,1,1.0031756613756615,0.8349938708173343,36.33095160909869,0.4,1.0031756613756615,1.2167809007457686,37.087943926864895,0.4,1.0031756613756615,1.9648007124327713,23.6557093153412,0.4,1.0031756613756615,1.0673083187377006,23.430542976489065,0.4,1.0031756613756615,1.4654003456743545,23.2549717456973,0.4
2018-12-27,3810.01,3591.69,11850.0123819,29.991111906476473,20.760256871209457,21.54161147906429,-65.07222853270787,57.45767463367227,-122.52990316638014,43.15542090076867,3884.97,3862.8942626623143,3810.01,1,0.9426983131277871,0.5739674478500775,80.21397221077304,2018-12-27,,0.9885396626255574,1.7031823761208942,39.23369856841516,0.2,0.9426983131277871,1.0651022258237934,62.70357425510794,1,0.9770793252511148,0.8158552478870176,37.79028915883757,0.4,0.9828094939383362,1.1958638212957817,38.16943400814186,0.3,0.9885396626255574,1.9422834333947465,24.530640643199906,0.2,0.9770793252511148,1.0428448919071343,25.185566596623705,0.4,0.9828094939383362,1.4402093721492752,24.574257619105452,0.3
2018-12-28,3590.26,3884.97,13055.71840689,28.274287647185904,21.912017035621794,19.44874684843228,-52.34449177412489,56.14832911380421,-108.4928208879291,50.77167837994576,3725.48,3652.6395854960992,3590.26,1,1.0820859770601572,0.6210821266075759,78.58981678755492,2018-12-28,,1,1.7031823761208942,39.23369856841516,0.0,1.0820859770601572,1.1525321826994877,59.642060706986875,1,1.032834390824063,0.8426433579520026,35.7476712000269,0.4,1.0164171954120313,1.215496551336173,37.154349523817025,0.2,1,1.9422834333947465,24.530640643199906,0.0,1.032834390824063,1.0770860686568908,22.729080250976413,0.4,1.0164171954120313,1.463853570846089,23.33597846734077,0.2
2018-12-29,3884.66,3725.48,6901.3823318,26.680093692130377,20.503542660403202,18.198608099379737,-50.144035086357235,46.6790286412575,-96.82306372761474,47.07762788156155,3835.79,3929.9818643281765,3884.66,1,0.9590234409188965,0.5956323181524231,79.46713242489693,2018-12-29,,0.9754140645513378,1.661308044164287,40.72769493286606,0.6,0.9590234409188965,1.105305379622229,61.29579019081861,1,0.9836093763675586,0.8288319078154348,36.80080693889513,0.4,0.9795117204594482,1.190593118211821,38.44194877868087,0.5,0.9754140645513378,1.8945305782782973,26.386125440698084,0.6,0.9836093763675586,1.05943195628579,23.995598814315237,0.4,0.9795117204594482,1.4338617296801592,24.906692371204777,0.5
2018-12-30,3728.96,3835.79,5736.45370818,25.128674582777613,19.557420121049237,17.708925115315083,-41.971467913055676,43.881276651647255,-85.85274456470293,49.79823841093924,3693.3,3811.246621129764,3728.96,1,1.028648738522269,0.6126964326905848,78.87889167062542,2018-12-30,,1.0057297477044538,1.6708269201167278,40.38807957896996,0.2,1.028648738522269,1.1369709844302833,60.18696340428434,1,1.0114594954089076,0.8383299032578019,36.076576076164734,0.4,1.0085946215566808,1.2008258154908402,37.912880624666855,0.3,1.0057297477044538,1.905385760510205,25.96433651192597,0.2,1.0114594954089076,1.0715725119248969,23.12462672787111,0.4,1.0085946215566808,1.446185228611368,24.261293810695875,0.3
2018-12-31,3831.03,3693.3,6667.16373743,23.377379492901913,18.478777420671776,18.25450481808677,-42.60697869580417,34.596612695119006,-77.20359139092318,46.4747203526199,3823.44,3866.267466965194,3831.03,1,0.9640488328204164,0.5906692808085912,79.63822016719287,2018-12-31,,0.9856195331281665,1.6467996489434218,41.24532682575095,0.4,0.9640488328204164,1.0960955504906944,61.618288538863794,1,0.9856195331281665,0.8262743278563357,36.99582475623562,0.4,0.9856195331281665,1.1835573796323318,38.805722388011404,0.4,0.9856195331281665,1.8779854237031246,27.02900391805044,0.4,0.9856195331281665,1.0561627989163935,24.230130486470795,0.4,0.9856195331281665,1.4253884098407872,25.350451765966692,0.4
2019-01-01,3693.85,3823.44,5149.60627729,21.76500729344209,17.49703518046679,17.21786878835326,-35.71841818716075,33.18813856300994,-68.9065567501707,49.77189502658574,3885.87,3752.887408730061,3693.85,1,1.0350826373566875,0.6113915169849343,78.92387522938179,2019-01-01,,1.0070165274713374,1.658354463920022,40.83307304735438,0.2,1.0350826373566875,1.1345494731968382,60.27175687454373,1,1.014033054942675,0.8378694808968655,36.111683703421946,0.4,1.0105247912070063,1.1960140739344736,38.16166539308165,0.3,1.0070165274713374,1.8911623600193088,26.51700091943058,0.2,1.014033054942675,1.0709839895019968,23.166847744588114,0.4,1.0105247912070063,1.4403903252432482,24.564780857106147,0.3
2019-01-02,3825.41,3885.87,5534.46951453,20.66738100775468,18.78049586582028,16.521772274083805,-26.51534281427257,33.9129711487185,-60.42831396299107,51.32103811676215,3787.81,3828.0173398026577,3825.41,1,1.0158048418339471,0.6210544632094982,78.59077041090963,2019-01-02,,1.0094829051003682,1.6740804819241477,40.27199869398202,0.6,1.0158048418339471,1.1524808481735023,59.6438582756053,1,1.006321936733579,0.8431664387460921,35.7077858097801,0.4,1.0079024209169736,1.2054654805693281,37.67299284421312,0.5,1.0094829051003682,1.9090960732087603,25.820168612659096,0.6,1.006321936733579,1.0777546825263045,22.68111341698796,0.4,1.0079024209169736,1.4517728958780567,23.968660003474863,0.5
2019-01-03,3890.27,3787.81,4803.2461092,19.585629638341494,18.074388331394065,16.182431502567177,-24.124460393604295,29.043082855509418,-53.16754324911371,48.776334880775345,3817.71,3912.1380978951456,3890.27,1,0.9736624964334095,0.6046974390696711,79.15463607157025,2019-01-03,,0.9841974978600457,1.6476258215260857,41.21585056243556,0.6,0.9736624964334095,1.1221273797243054,60.70673830220537,1,0.9894649985733638,0.8342836791110102,36.385104377995674,0.4,0.9868312482167048,1.18959100487238,38.493761730843346,0.5,0.9841974978600457,1.8789275784265005,26.992395556899,0.6,0.9894649985733638,1.066400535408326,23.495667997445917,0.4,0.9868312482167048,1.432654858966523,24.969897847640425,0.5
2019-01-04,3785.64,3817.71,7452.05894356,18.40109846834649,17.449678946090547,16.43247131514297,-20.36613589932631,26.24112587982993,-46.60726177915624,49.59699275548037,3791.84,3848.1441095620708,3785.64,1,1.0084714869876692,0.6098201255562267,78.97804484229732,2019-01-04,,1.0033885947950676,1.653208957809128,41.016654899618956,0.4,1.0084714869876692,1.1316334672201471,60.37386594702944,1,1.0050828921926016,0.8385242531099785,36.06175672170542,0.6,1.0042357434938345,1.1946298072315922,38.23323708226452,0.5,1.0033885947950676,1.8852945026390655,26.745002368482755,0.4,1.0050828921926016,1.071820934363939,23.10680472560993,0.6,1.0042357434938345,1.4387232174643008,24.65208958060683,0.5
2019-01-05,3822.0,3791.84,3656.37531439,17.53053745747993,18.001375656450463,15.895292828427642,-18.53199305296266,22.46021498095486,-40.99220803391752,48.86749908365352,4040.71,3858.6139633718344,3822.0,1,0.992108843537415,0.6050079395314293,79.14393237959622,2019-01-05,,0.995265306122449,1.6453815194782766,41.29592298254321,0.6,0.992108843537415,1.1227035704720154,60.68656197084879,1,0.996843537414966,0.8358774826783932,36.26357539436616,0.4,0.9960544217687075,1.189916301869726,38.47694267745015,0.5,0.995265306122449,1.8763682103000399,27.091842357268707,0.6,0.996843537414966,1.0684377716867632,23.34951521953725,0.4,0.9960544217687075,1.4330466224566185,24.949380655730966,0.5
2019-01-06,3795.38,4040.71,5400.71486407,17.82368420770724,22.211157250205833,14.30996209944285,-3.598828564230189,29.91470357574987,-33.51353213998006,55.62877157663454,4005.45,3828.93807181074,3795.38,1,1.0646391138700209,0.644115116627068,77.79581464980006,2019-01-06,,1.0129278227740042,1.6666527201577135,40.53700707875003,0.2,1.0646391138700209,1.195274134406035,58.145376173460484,1,1.0258556455480083,0.8574896345920873,34.61562899126554,0.4,1.0193917341610064,1.2129908424694316,37.28390390507891,0.3,1.0129278227740042,1.900625565981574,26.149298616484323,0.2,1.0258556455480083,1.0960629200016,21.367667453970594,0.4,1.0193917341610064,1.4608358815996254,23.494018996788014,0.3
