,Open,Close,Volume,ADX_14,DMP_14,DMN_14,MACD_14_24_9,MACDh_14_24_9,MACDs_14_24_9,RSI_14,target,prediction_close,batch_open,trade,return of rate,cumulative return of rate,mdd,Datetime,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2020-10-17,11331.88,11365.8,1124.42019876,25.858360174016305,23.266778417209736,10.007581043513644,129.69364723343824,39.00613740085666,90.68750983258158,59.366033255396715,11519.97,11400.930186037018,11331.88,1,1.0029933250263858,1.5502034124470137,46.56078857342653,2020-10-17,profit2,1.0023946600211087,3.070692971871808,4.791595358090998,0.8,1.0029933250263858,2.719788589432023,4.761824068953014,1,1.0011973300105543,1.2751520009770692,2.768490532160435,0.4,1.0017959950158315,2.031993357100666,2.1528337575318335,0.6,1.0023946600211087,3.5975062338687573,3.4703211521484407,0.8,1.0011973300105543,1.5633004312287964,0.6674594099528408,0.4,1.0017959950158315,2.426135090141465,2.052738002025561,0.6
2020-10-18,11363.4,11519.97,1047.16869132,27.18475925981441,24.9384242098302,9.59564577185561,136.42269169357496,36.588145488794694,99.83454620478027,62.73535421812398,11764.14,11451.342122102746,11363.4,1,1.013778446591689,1.571562807371669,45.824479252883506,2020-10-18,profit2,1.0110227572733512,3.1045404751617367,3.742136223340225,0.8,1.013778446591689,2.7572630512521976,3.449589948397193,1,1.0055113786366756,1.2821798464737684,2.2326108680676584,0.4,1.0082670679550134,2.048791984267953,1.3439245849998525,0.6,1.0110227572733512,3.6371606718740606,2.4062979325340272,0.8,1.0055113786366756,1.5719163718281766,0.12000016781813924,0.4,1.0082670679550134,2.446192113799707,1.2430013310808057,0.6
2020-10-19,11518.58,11764.14,5459.93398846,29.163882751934292,29.688790295928772,8.645916119626982,153.35520776505837,42.816529248222466,110.5386785168359,67.3525616663507,11921.11,11607.516956005204,11518.58,1,1.0213186000357684,1.6050663262931149,44.66953299434626,2020-10-19,profit2,1.0213186000357684,3.170724931846564,1.6900533251881469,1.0,1.0213186000357684,2.8160440394352455,1.391270373217643,1,1.0085274400143074,1.2931135582021274,1.3989053218896514,0.4,1.0149230200250379,2.079366148076321,0.0,0.7,1.0213186000357684,3.7146998455035702,0.32573683214777893,1.0,1.0085274400143074,1.5853207943964491,0.0,0.4,1.0149230200250379,2.4826966876990295,0.0,0.7
2020-10-20,11759.2,11921.11,5859.83732437,31.40275901005166,32.115687116202295,7.901828558926706,173.5920116965608,50.44266654377991,123.1493451527809,69.93184038920543,12802.67,11821.061477539086,11759.2,1,1.0137687937954962,1.6271661535679394,43.90769920353691,2020-10-20,profit2,1.0137687937954962,3.214381989615398,0.33644394137643097,1.0,1.0137687937954962,2.8548175691332656,0.033547108550639984,1,1.0055075175181984,1.3002354037769455,0.8558580656364185,0.4,1.0096381556568474,2.0994074026790597,0.0,0.7,1.0137687937954962,3.7658467816884706,0.0,1.0,1.0055075175181984,1.594051976443552,0.0,0.4,1.0096381556568474,2.5066253048238125,0.0,0.7
2020-10-21,11921.33,12802.67,20093.61486293,34.65899569219361,45.841339928841506,5.9596896608730185,234.89237523984775,89.3944240696535,145.49795117019426,79.6537782385264,12983.26,12036.538698165075,11921.33,1,1.0739296705988342,1.747462011310789,39.76081388252367,2020-10-21,profit2,1.0739296705988342,3.4520201912864894,0.0,1.0,1.0739296705988342,3.0658732916390523,0.0,1,1.0295718682395336,1.338685793817814,0.0,0.4,1.0517507694191839,2.2080533510920315,0.0,0.7,1.0739296705988342,4.044254593784379,0.0,1.0,1.0295718682395336,1.6411910714579088,0.0,0.4,1.0517507694191839,2.6363450929940413,0.0,0.7
2020-10-22,12802.63,12983.26,9277.56218571,37.68264403989686,41.548096472308124,5.401538466356671,290.89514643580515,116.31775621248869,174.57739022331646,81.00844659901072,12941.59,12636.865609355993,12802.63,0,1,1.747462011310789,39.76081388252367,2020-10-22,profit2,1,3.4520201912864894,0.0,1.0,1,3.0658732916390523,0.0,1,1,1.338685793817814,0.0,0.4,1,2.2080533510920315,0.0,0.7,1,4.044254593784379,0.0,1.0,1,1.6411910714579088,0.0,0.4,1,2.6363450929940413,0.0,0.7
2020-10-23,12983.26,12941.59,4996.39791976,40.4903175056213,39.21641009454339,5.098403191089115,330.2227411074,124.51628070726682,205.70646040013318,79.68998512086459,13122.73,13136.723937567329,12983.26,1,0.9967904825136368,1.7418535014287315,39.954152603732,2020-10-23,profit2,0.9967904825136368,3.4409408721192767,0.3209517486363169,1.0,0.9967904825136368,3.056033317698563,0.3209517486363226,1,0.9987161930054547,1.3369671796322122,0.12838069945453612,0.4,0.9977533377595458,2.203092601003225,0.22466622404541414,0.7,0.9967904825136368,4.031274487946323,0.32095174863631404,1.0,0.9987161930054547,1.6390840988809858,0.1283806994545288,0.4,0.9977533377595458,2.630422116020805,0.2246662240454233,0.7
2020-10-24,12940.03,13122.73,2820.82333324,43.19713872382577,39.7683045490442,4.81854182887813,367.71836735373836,129.60952556288413,238.10884179085423,81.12789919661799,13039.09,13137.964424843676,12940.03,1,1.0141189780858313,1.7664466928441322,39.106366600198925,2020-10-24,profit2,1.0141189780858313,3.48952344088737,0.0,1.0,1.0141189780858313,3.099181385140719,0.0,1,1.0056475912343326,1.3445178237564934,0.0,0.4,1.0098832846600818,2.2248663923114598,0.0,0.7,1.0141189780858313,4.088191964099608,0.0,1.0,1.0056475912343326,1.64834097587016,0.0,0.4,1.0098832846600818,2.656419326569613,0.0,0.7
2020-10-25,13115.18,13039.09,3658.60280875,45.82641603959921,39.72889824414216,4.412600227982392,389.2317507623775,120.89832717721856,268.3334235851589,78.36890482018175,13066.73,13321.947840510551,13115.18,1,0.9941983259093661,1.7561983448337726,39.45965161537911,2020-10-25,profit2,0.9941983259093661,3.4692783631517137,0.5801674090633985,1.0,0.9941983259093661,3.081200944796373,0.5801674090633961,1,0.9976793303637465,1.3413976420675,0.2320669636253566,0.4,0.9959388281365562,2.2158308275190826,0.406117186344389,0.7,0.9941983259093661,4.064473606703954,0.580167409063382,1.0,0.9976793303637465,1.6445157210172656,0.23206696362534804,0.4,0.9959388281365562,2.6456311511430406,0.4061171863443717,0.7
2020-10-26,13041.12,13066.73,5725.19571956,47.56050266908067,36.314486432031345,6.38241154367797,403.7074164587357,108.29919429886138,295.4082221598743,78.62757306968447,13647.9,13268.224868517864,13041.12,1,1.0019637883862735,1.75964714674735,39.34076318232044,2020-10-26,profit2,1.0019637883862735,3.476091291710021,0.38492789645606434,1.0,1.0019637883862735,3.0872517714275394,0.3849278964560514,1,1.0007855153545093,1.3424513305118466,0.1536977203376271,0.4,1.0013746518703914,2.2188768235106027,0.26921026905505174,0.7,1.0019637883862735,4.072455372769115,0.38492789645603864,1.0,1.0007855153545093,1.6458075133668566,0.1536977203376209,0.4,1.0013746518703914,2.649267972953325,0.2692102690550408,0.7
2020-10-27,13065.1,13647.9,11242.75450774,49.59060724964202,40.950671242428854,5.588950956112252,441.93886813173776,117.22451677749075,324.714351354247,83.18162913829386,13274.73,13046.82024371965,13065.1,0,1,1.75964714674735,39.34076318232044,2020-10-27,profit2,1,3.476091291710021,0.38492789645606434,1.0,1,3.0872517714275394,0.3849278964560514,1,1,1.3424513305118466,0.1536977203376271,0.4,1,2.2188768235106027,0.26921026905505174,0.7,1,4.072455372769115,0.38492789645603864,1.0,1,1.6458075133668566,0.1536977203376209,0.4,1,2.649267972953325,0.2692102690550408,0.7
2020-10-28,13642.31,13274.73,10670.86461819,50.708768267466326,34.756767487072594,7.310219857335177,447.8056643389409,98.47305038775505,349.33261395118586,72.49928695353199,13468.44,13443.308979750349,13642.31,0,1,1.75964714674735,39.34076318232044,2020-10-28,profit2,1,3.476091291710021,0.38492789645606434,1.0,1,3.0872517714275394,0.3849278964560514,1,1,1.3424513305118466,0.1536977203376271,0.4,1,2.2188768235106027,0.26921026905505174,0.7,1,4.072455372769115,0.38492789645603864,1.0,1,1.6458075133668566,0.1536977203376209,0.4,1,2.649267972953325,0.2692102690550408,0.7
2020-10-29,13275.82,13468.44,8894.95694501,51.74706064116033,31.312424175064262,6.585788079141535,458.03806276186697,86.9643590485449,371.07370371332206,74.34134358115357,13562.13,13165.391471997442,13275.82,0,1,1.75964714674735,39.34076318232044,2020-10-29,profit2,1,3.476091291710021,0.38492789645606434,1.0,1,3.0872517714275394,0.3849278964560514,1,1,1.3424513305118466,0.1536977203376271,0.4,1,2.2188768235106027,0.26921026905505174,0.7,1,4.072455372769115,0.38492789645603864,1.0,1,1.6458075133668566,0.1536977203376209,0.4,1,2.649267972953325,0.2692102690550408,0.7
2020-10-30,13456.14,13562.13,8981.11986042,52.73809145439124,29.141599962770186,6.049001940666687,466.30775576828637,76.18724164397145,390.1205141243149,75.20636162399282,13816.08,13173.403612484406,13456.14,0,1,1.75964714674735,39.34076318232044,2020-10-30,profit2,1,3.476091291710021,0.38492789645606434,1.0,1,3.0872517714275394,0.3849278964560514,1,1,1.3424513305118466,0.1536977203376271,0.4,1,2.2188768235106027,0.26921026905505174,0.7,1,4.072455372769115,0.38492789645603864,1.0,1,1.6458075133668566,0.1536977203376209,0.4,1,2.649267972953325,0.2692102690550408,0.7
2020-10-31,13569.42,13816.08,6337.39292768,54.056961462087976,32.42374715640243,5.4539595592269485,481.4715082638777,73.08079531165015,408.39071295222755,77.42766279676127,13762.0,13233.19003042051,13569.42,0,1,1.75964714674735,39.34076318232044,2020-10-31,profit2,1,3.476091291710021,0.38492789645606434,1.0,1,3.0872517714275394,0.3849278964560514,1,1,1.3424513305118466,0.1536977203376271,0.4,1,2.2188768235106027,0.26921026905505174,0.7,1,4.072455372769115,0.38492789645603864,1.0,1,1.6458075133668566,0.1536977203376209,0.4,1,2.649267972953325,0.2692102690550408,0.7
2020-11-01,13799.44,13762.0,2534.08581497,55.28162646923495,31.075192949687484,5.2271208761046495,485.54211083221526,61.721118303990124,423.82099252822513,75.86881528200493,13563.72,13680.444731904778,13799.44,0,1,1.75964714674735,39.34076318232044,2020-11-01,profit2,1,3.476091291710021,0.38492789645606434,1.0,1,3.0872517714275394,0.3849278964560514,1,1,1.3424513305118466,0.1536977203376271,0.4,1,2.2188768235106027,0.26921026905505174,0.7,1,4.072455372769115,0.38492789645603864,1.0,1,1.6458075133668566,0.1536977203376209,0.4,1,2.649267972953325,0.2692102690550408,0.7
2020-11-02,13762.0,13563.72,7065.41110933,54.53975808712205,28.244051547057506,10.741365621140693,473.03368876449167,39.37015698901325,433.6635317754784,70.28183084085748,14041.58,13779.167737286514,13762.0,1,0.9855922104345298,1.7342945209475342,40.21472870159158,2020-11-02,profit2,0.9855922104345298,3.4260084998686993,1.8201608928730695,1.0,0.9855922104345298,3.0427712975691863,1.820160892873053,1,0.994236884173812,1.3347146280030866,0.7291235251919046,0.4,0.9899145473041708,2.196498446269215,1.2750404312041745,0.7,0.9855922104345298,4.013780292743489,1.8201608928730473,1.0,0.994236884173812,1.636322534039713,0.7291235251918942,0.4,0.9899145473041708,2.622548906133529,1.2750404312041665,0.7
2020-11-03,13578.82,14041.58,7225.86635614,54.20067699075026,28.474006657662056,9.54389587613803,483.5004808890044,39.869559290820746,443.63092159818365,75.05036416891615,14160.59,13442.756347887156,13578.82,0,1,1.7342945209475342,40.21472870159158,2020-11-03,profit2,1,3.4260084998686993,1.8201608928730695,0.8,1,3.0427712975691863,1.820160892873053,1,1,1.3347146280030866,0.7291235251919046,0.4,1,2.196498446269215,1.2750404312041745,0.6,1,4.013780292743489,1.8201608928730473,0.8,1,1.636322534039713,0.7291235251918942,0.4,1,2.622548906133529,1.2750404312041665,0.6
2020-11-04,14041.58,14160.59,10926.32680544,54.14176715131713,28.18021952424028,8.566377972236253,493.0358646801342,39.52395446556045,453.51191021457373,76.0797903593441,15605.04,13870.067444026092,14041.58,0,1,1.7342945209475342,40.21472870159158,2020-11-04,profit2,1,3.4260084998686993,1.8201608928730695,1.0,1,3.0427712975691863,1.820160892873053,1,1,1.3347146280030866,0.7291235251919046,0.4,1,2.196498446269215,1.2750404312041745,0.7,1,4.013780292743489,1.8201608928730473,1.0,1,1.636322534039713,0.7291235251918942,0.4,1,2.622548906133529,1.2750404312041665,0.7
2020-11-05,14168.49,15605.04,18422.63186045,55.32590225264847,40.164783670276506,6.888712109552743,572.4170281330062,95.1240943347459,477.29293379826026,84.46038705134332,15598.09,14020.8383043742,14168.49,0,1,1.7342945209475342,40.21472870159158,2020-11-05,profit2,1,3.4260084998686993,1.8201608928730695,1.0,1,3.0427712975691863,1.820160892873053,1,1,1.3347146280030866,0.7291235251919046,0.4,1,2.196498446269215,1.2750404312041745,0.7,1,4.013780292743489,1.8201608928730473,1.0,1,1.636322534039713,0.7291235251918942,0.4,1,2.622548906133529,1.2750404312041665,0.7
2020-11-06,15608.32,15598.09,13479.46706771,56.53116220159551,38.87580915725293,6.276238066630087,629.2338274926769,121.5527149555333,507.68111253714363,84.30733389513965,14838.97,15321.788526426737,15608.32,0,1,1.7342945209475342,40.21472870159158,2020-11-06,profit2,1,3.4260084998686993,1.8201608928730695,1.0,1,3.0427712975691863,1.820160892873053,1,1,1.3347146280030866,0.7291235251919046,0.4,1,2.196498446269215,1.2750404312041745,0.7,1,4.013780292743489,1.8201608928730473,1.0,1,1.636322534039713,0.7291235251918942,0.4,1,2.622548906133529,1.2750404312041665,0.7
2020-11-07,15603.28,14838.97,10933.92419186,55.335540940456525,33.0340910308041,14.227528024515838,627.3375280222008,95.72513238804572,531.6123956341551,69.49416776949263,15489.15,15852.033076529082,15603.28,1,0.9510160684163842,1.6493419567876004,43.14324634058073,2020-11-07,profit2,0.9510160684163842,3.2581891339062445,6.629395414586986,1.0,0.9510160684163842,2.8937243965044672,6.6293954145869725,1,0.9902032136832768,1.3216387139987356,1.7016590894894317,0.2,0.9706096410498305,2.131942568499873,4.176602430272064,0.6,0.9510160684163842,3.8171695534920764,6.629395414586956,1.0,0.9902032136832768,1.620291831828487,1.7016590894894106,0.2,0.9706096410498305,2.54547125241789,4.176602430272055,0.6
2020-11-08,14829.32,15489.15,5046.49916395,54.22532119797033,29.860143532084653,12.86053333577856,653.81021161217,97.75825278241189,556.0519588297581,73.74861056367499,15332.04,14923.27951332797,14829.32,1,1.044494959984679,1.7227293611559167,40.613407361646125,2020-11-08,profit2,1.0355959679877431,3.3741675300147835,3.3057783627684088,0.8,1.044494959984679,3.0224805477336227,2.4748740998137384,1,1.0088989919969358,1.3333999663374507,0.8269029404147387,0.2,1.0222474799923393,2.1793729181373904,2.0447733100415633,0.5,1.0355959679877431,3.9530453987219683,3.3057783627683683,0.8,1.0088989919969358,1.634710795872629,0.8269029404147121,0.2,1.0222474799923393,2.602101573177132,2.0447733100415535,0.5
2020-11-09,15484.68,15332.04,14466.07953692,53.39515893784827,28.691669842258726,11.548240778921803,659.564589070711,82.81010419276231,576.7544848779487,71.1658373105348,15313.65,15629.546080915827,15484.68,1,0.9901425150535885,1.705747582411581,41.19880980459737,2020-11-09,profit2,0.9901425150535885,3.3409067243809925,4.258940196962393,1.0,0.9901425150535885,2.992686491233517,3.436226560271712,1,0.9980285030107177,1.3307711723183073,1.022422402685512,0.2,0.9940855090321531,2.1664830366974965,2.624128613552725,0.6,0.9901425150535885,3.9140783132115855,4.2589401969623495,1.0,0.9980285030107177,1.6314879684602188,1.0224224026854882,0.2,0.9940855090321531,2.5867114669251556,2.624128613552716,0.6
2020-11-10,15349.32,15313.65,8966.48171393,52.62429398202065,27.544526262538238,11.086521738536959,656.1365904142313,63.50568442902602,592.6309059852052,70.85304681207829,15707.89,15303.178551797513,15349.32,0,1,1.705747582411581,41.19880980459737,2020-11-10,profit2,1,3.3409067243809925,4.258940196962393,0.8,1,2.992686491233517,3.436226560271712,1,1,1.3307711723183073,1.022422402685512,0.2,1,2.1664830366974965,2.624128613552725,0.5,1,3.9140783132115855,4.2589401969623495,0.8,1,1.6314879684602188,1.0224224026854882,0.2,1,2.5867114669251556,2.624128613552716,0.5
2020-11-11,15314.94,15707.89,10013.26427187,52.42812852090466,30.774503675266256,10.29157445465276,667.4306758543808,59.839815895340394,607.5908599590404,73.53817723531552,16300.0,15300.661145494832,15314.94,0,1,1.705747582411581,41.19880980459737,2020-11-11,profit2,1,3.3409067243809925,4.258940196962393,0.8,1,2.992686491233517,3.436226560271712,1,1,1.3307711723183073,1.022422402685512,0.2,1,2.1664830366974965,2.624128613552725,0.5,1,3.9140783132115855,4.2589401969623495,0.8,1,1.6314879684602188,1.0224224026854882,0.2,1,2.5867114669251556,2.624128613552716,0.5
2020-11-12,15702.0,16300.0,16261.47118864,52.57670141208683,31.83312685698075,9.372630979785594,700.8957661028799,74.64392491507158,626.2518411878083,76.96977788526031,16335.58,15650.599366567882,15702.0,0,1,1.705747582411581,41.19880980459737,2020-11-12,profit2,1,3.3409067243809925,4.258940196962393,1.0,1,2.992686491233517,3.436226560271712,1,1,1.3307711723183073,1.022422402685512,0.2,1,2.1664830366974965,2.624128613552725,0.6,1,3.9140783132115855,4.2589401969623495,1.0,1,1.6314879684602188,1.0224224026854882,0.2,1,2.5867114669251556,2.624128613552716,0.6
2020-11-13,16300.0,16335.58,7843.22421583,52.81752197212551,31.39976211942518,8.869717468515518,721.9999765559169,76.59850829448692,645.40146826143,77.1614389751686,16086.34,16275.204804451658,16300.0,0,1,1.705747582411581,41.19880980459737,2020-11-13,profit2,1,3.3409067243809925,4.258940196962393,1.0,1,2.992686491233517,3.436226560271712,1,1,1.3307711723183073,1.022422402685512,0.2,1,2.1664830366974965,2.624128613552725,0.6,1,3.9140783132115855,4.2589401969623495,1.0,1,1.6314879684602188,1.0224224026854882,0.2,1,2.5867114669251556,2.624128613552716,0.6
2020-11-14,16339.06,16086.34,5046.32670498,52.31368761294597,29.37039952883082,10.92820860155268,717.8329339405427,57.94517254329014,659.8877613972526,72.60328906156144,15975.49,16506.78627499638,16339.06,1,0.9845327699390296,1.679364392128477,42.108301341208545,2020-11-14,profit2,0.9845327699390296,3.2892321514627487,5.739789195217098,1.0,0.9845327699390296,2.94639792077325,4.929800659619414,1,0.9969065539878059,1.3266545035421564,1.3286041954005547,0.2,0.9907196619634178,2.1463773417664225,3.5278096166257153,0.6,0.9845327699390296,3.853538363464487,5.73978919521706,1.0,0.9969065539878059,1.626441048510243,1.3286041954005294,0.2,0.9907196619634178,2.5627059101089866,3.5278096166257047,0.6
2020-11-15,16092.8,15975.49,3225.70533016,51.84584142227924,28.170615923363986,10.481790244036162,700.941527333187,32.84301274874747,668.0985145844395,70.60559024336578,16724.62,16226.076110840711,16092.8,1,0.9927104046530125,1.667122505269721,42.53030839838087,2020-11-15,profit2,0.9927104046530125,3.2652549800762842,6.426907989305702,1.0,0.9927104046530125,2.9249198721996077,5.622823942368219,1,0.9985420809306025,1.3247203486429402,1.4724591049481517,0.2,0.9956262427918076,2.136989608396371,3.9497555547051024,0.6,0.9927104046530125,3.8254476281407386,6.4269079893056595,1.0,0.9985420809306025,1.624069829090369,1.4724591049481233,0.2,0.9956262427918076,2.55149725666217,3.9497555547051006,0.6
2020-11-16,15975.49,16724.62,7511.71484029,52.09725992825329,32.666009564027114,9.384468060901822,719.9503361733678,41.48145727114252,678.4688789022252,75.50982998746785,17680.63,16049.13645274318,15975.49,1,1.046892458384688,1.745297977970258,39.83541327657109,2020-11-16,profit2,1.0375139667077504,3.3877476466911824,2.9166101308752435,0.8,1.046892458384688,3.0620765555852745,1.197246141621357,1,1.0093784916769375,1.3371442274069578,0.5484193827147837,0.2,1.023446229192344,2.18709395653649,1.6977395094600372,0.5,1.0375139667077504,3.968955343105053,2.9166101308752057,0.8,1.0093784916769375,1.6393011544652583,0.5484193827147654,0.2,1.023446229192344,2.6113202461255085,1.6977395094600425,0.5
2020-11-17,16727.85,17680.63,9824.73852957,52.98036911291994,37.97601595047414,8.206440419467029,778.4144228360874,79.95643514708968,698.4579876889977,80.07789351361505,17785.95,16734.578318185515,16727.85,1,1.0569577082530033,1.8447061510140446,36.40857629881552,2020-11-17,profit2,1.0569577082530033,3.5807059887862174,0.0,1.0,1.0569577082530033,3.236485418686662,0.0,1,1.0227830833012013,1.3676084957256909,0.0,0.4,1.0398703957771023,2.2742942581853085,0.0,0.7,1.0569577082530033,4.195017943606829,0.0,1.0,1.0227830833012013,1.6766494892231956,0.0,0.4,1.0398703957771023,2.7154346178392927,0.0,0.7
2020-11-18,17681.77,17785.95,15717.92072069,54.10959023686054,38.587837588977614,7.1352027959266735,822.3437674249126,99.10862378873185,723.2351436361807,80.50921662384616,17825.47,17914.840204394794,17681.77,1,1.0058919440757346,1.8555750564919828,36.03389918667179,2020-11-18,profit2,1.0058919440757346,3.6018033082237935,0.0,1.0,1.0058919440757346,3.255554609775494,0.0,1,1.0023567776302937,1.3708316448354168,0.0,0.4,1.0041243608530142,2.283674268392003,0.0,0.7,1.0058919440757346,4.219734754727264,0.0,1.0,1.0023567776302937,1.6806009792332401,0.0,0.4,1.0041243608530142,2.7266340500760284,0.0,0.7
2020-11-19,17792.96,17825.47,10506.69646215,55.1581527090911,35.65542258931754,6.592975581039449,850.7061646578713,101.97681681735253,748.7293478405188,80.67826243704275,18687.65,17900.673451222698,17792.96,1,1.0018271271334283,1.858965428025812,35.91702498825615,2020-11-19,profit2,1.0018271271334283,3.608384260777521,0.0,1.0,1.0018271271334283,3.2615029219373723,0.0,1,1.0003654254266856,1.3713325815741448,0.0,0.2,1.001096276280057,2.2861778063238174,0.0,0.6,1.0018271271334283,4.227444746593496,0.0,1.0,1.0003654254266856,1.6812151135631648,0.0,0.2,1.001096276280057,2.729623194309523,0.0,0.6
2020-11-20,17822.37,18687.65,10020.01351326,56.41554825586759,37.88618500544168,5.973289772358631,910.2291836286004,129.1998686304653,781.0293149981351,83.948982558117,18725.0,17998.63597180622,17822.37,1,1.0485502208741038,1.949218610153788,32.80578239716632,2020-11-20,profit2,1.0485502208741038,3.783572113636909,0.0,1.0,1.0485502208741038,3.4198496091789665,0.0,1,1.0097100441748208,1.3846482815196008,0.0,0.2,1.0291301325244622,2.352774468796514,0.0,0.6,1.0485502208741038,4.43268812277368,0.0,1.0,1.0097100441748208,1.6975397865832396,0.0,0.2,1.0291301325244622,2.809137479701605,0.0,0.6
2020-11-21,18685.08,18725.0,5937.50536305,57.644989982613176,37.06784510692409,5.630224594358368,949.9717594625563,135.15395557153693,814.8178038910194,84.07474786815791,18435.2,18966.35753955623,18685.08,1,1.0021364639594799,1.953383045463529,32.66222437297242,2020-11-21,profit2,1.0021364639594799,3.7916555790957873,0.0,1.0,1.0021364639594799,3.4271559946158185,0.0,1,1.000427292791896,1.3852399317496054,0.0,0.2,1.0012818783756878,2.355790439510935,0.0,0.6,1.0021364639594799,4.4421584011916,0.0,1.0,1.000427292791896,1.6982651330980032,0.0,0.2,1.0012818783756878,2.8127384522911685,0.0,0.6
2020-11-22,18726.43,18435.2,6417.21771734,57.02926425084947,33.31938890751106,11.39717136785694,956.0708078265634,113.00240314843518,843.0684046781282,78.90850774617498,18383.35,19092.85729833586,18726.43,1,0.9844481836634105,1.9230043911054724,33.709449092038426,2020-11-22,profit2,0.9844481836634105,3.7326884479180844,1.5551816336589586,1.0,0.9844481836634105,3.3738574940307116,1.555181633658952,1,0.996889636732682,1.3809313323494694,0.31103632673179155,0.2,0.9906689101980463,2.333808347365274,0.9331089801953834,0.6,0.9844481836634105,4.37307476959823,1.5551816336589455,1.0,0.996889636732682,1.6929829116098483,0.3110363267317996,0.2,0.9906689101980463,2.786492537203431,0.9331089801953799,0.6
2020-11-23,18432.6,18383.35,9412.08722183,56.46941891801597,31.189971452337144,10.622043537806743,947.9703604386468,83.92156460841477,864.048795830232,77.98517943311742,19160.85,18711.18600037662,18432.6,1,0.9973281034688541,1.9178663223434995,33.88657058505714,2020-11-23,profit2,0.9973281034688541,3.722715090602244,1.8182160023612677,1.0,0.9973281034688541,3.3648428958958303,1.8182160023612666,1,0.9994656206937709,1.3801933912221385,0.3643080459782111,0.2,0.9983968620813125,2.3300669307086634,1.0919268696757178,0.6,0.9973281034688541,4.361390366290899,1.818216002361264,1.0,0.9994656206937709,1.6920782165760844,0.36430804597822447,0.2,0.9983968620813125,2.7820254053569005,1.0919268696757116,0.6
2020-11-24,18386.92,19160.85,13262.83116668,56.41319924028338,33.072032284742946,9.414522781360933,972.8665865433359,87.05423257048301,885.8123539728529,81.48396032234845,18732.43,18543.221661488504,18386.92,1,1.042091334492128,1.9985918752284473,31.103768113131093,2020-11-24,profit2,1.0336730675937025,3.8480703274801895,0.0,0.8,1.042091334492128,3.5064736237404426,0.0,1,1.0084182668984256,1.3918122275608895,0.0,0.2,1.0210456672460642,2.379104743993416,0.0,0.5,1.0336730675937025,4.5082517588975355,0.0,0.8,1.0084182668984256,1.7063225826162338,0.0,0.2,1.0210456672460642,2.8405749863081384,0.0,0.5
2020-11-25,19175.13,18732.43,8962.62225501,56.392468498734516,30.709341314342577,8.630598912077351,959.4908672343445,58.9428106091932,900.5480566251513,74.46152800430771,17160.09,19313.69945276143,19175.13,1,0.9769128031987266,1.952449991279622,32.6943889775694,2020-11-25,profit2,0.9769128031987266,3.759229170524514,2.308719680127335,1.0,0.9769128031987266,3.4255189771106727,2.308719680127341,1,0.9953825606397453,1.3853856189992662,0.46174393602546543,0.2,0.986147681919236,2.3461486283321644,1.3852318080764112,0.6,0.9769128031987266,4.404168863310181,2.3087196801273433,1.0,0.9953825606397453,1.6984437415619702,0.4617439360254682,0.2,0.986147681919236,2.801226438065536,1.3852318080764066,0.6
2020-11-26,18727.24,17160.09,21424.98655676,52.63664830941955,24.826293146794267,23.003506260114722,854.7332577881425,-36.65183906960715,891.3850968577497,55.54238800423728,17154.39,18950.912956323336,18727.24,1,0.9163170867677244,1.789063288069012,38.32671858480476,2020-11-26,profit2,0.9163170867677244,3.444645922027272,10.483810614685149,1.0,0.9163170867677244,3.138861569773607,10.483810614685154,1,0.9832634173535448,1.3621989980896745,2.1276741851241927,0.2,0.9497902520606346,2.2283490970753186,6.336654462091842,0.6,0.9163170867677244,4.035615182461505,10.483810614685156,1.0,0.9832634173535448,1.6700175975109637,2.127674185124199,0.2,0.9497902520606346,2.660577564689179,6.336654462091845,0.6
2020-11-27,17168.31,17154.39,8964.83242941,49.14910099076994,23.00012889465781,21.311421962324857,761.7853691066302,-103.6797822008956,865.4651513075258,55.487348249069925,17741.79,17024.035349934078,17168.31,0,1,1.789063288069012,38.32671858480476,2020-11-27,profit2,1,3.444645922027272,10.483810614685149,0.6,1,3.138861569773607,10.483810614685154,1,1,1.3621989980896745,2.1276741851241927,0.2,1,2.2283490970753186,6.336654462091842,0.4,1,4.035615182461505,10.483810614685156,0.6,1,1.6700175975109637,2.127674185124199,0.2,1,2.660577564689179,6.336654462091845,0.4
