,Open,Close,Volume,ADX_14,DMP_14,DMN_14,MACD_14_24_9,MACDh_14_24_9,MACDs_14_24_9,RSI_14,target,prediction_close,batch_open,trade,return_of_rate,cumulative_return_of_rate,mdd,Datetime,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2019-07-18,9712.15,10648.6,18289.54217585,22.043155182445552,18.792560752036056,20.75141736599692,36.466975223909685,-203.5943964466541,240.06137167056377,49.55789795324736,10535.43,9539.779835449099,9712.15,0,1,1.8240358764760736,16.459073505053333,2019-07-18,,1,1.469064195698001,16.894138206158612,0.2,1,1.768991364866643,16.45907350505334,1,1,1.1426867558294322,9.475832366245982,0.6,1,1.306667896681451,12.36212198051838,0.4,1,1.5597122290658472,16.894138206158612,0.2,1,1.1357263698009359,9.475832366245987,0.6,1,1.3412320448148192,12.362121980518356,0.4
2019-07-19,10638.44,10535.43,13787.45646718,20.82247377377295,17.95113087618916,19.822280418227514,18.442680696198295,-177.2949527794924,195.7376334756907,48.880121527229115,10750.11,10434.49276416854,10638.44,0,1,1.8240358764760736,16.459073505053333,2019-07-19,,1,1.469064195698001,16.894138206158612,0.6,1,1.768991364866643,16.45907350505334,1,1,1.1426867558294322,9.475832366245982,0.6,1,1.306667896681451,12.36212198051838,0.6,1,1.5597122290658472,16.894138206158612,0.6,1,1.1357263698009359,9.475832366245987,0.6,1,1.3412320448148192,12.362121980518356,0.6
2019-07-20,10533.71,10750.11,9964.67388282,19.438374307558032,19.35093121920546,18.799624690222064,15.324187932012137,-144.33075643494286,159.654944366955,50.2695647249338,10600.24,10522.21546506983,10533.71,0,1,1.8240358764760736,16.459073505053333,2019-07-20,,1,1.469064195698001,16.894138206158612,0.6,1,1.768991364866643,16.45907350505334,1,1,1.1426867558294322,9.475832366245982,0.6,1,1.306667896681451,12.36212198051838,0.6,1,1.5597122290658472,16.894138206158612,0.6,1,1.1357263698009359,9.475832366245987,0.6,1,1.3412320448148192,12.362121980518356,0.6
2019-07-21,10757.15,10600.24,5628.16176664,18.10605342837445,18.65075327339327,18.35989326454259,4.681185030091001,-123.9790074694912,128.6601924995822,49.262913828905276,10328.83,10690.05669411031,10757.15,0,1,1.8240358764760736,16.459073505053333,2019-07-21,,1,1.469064195698001,16.894138206158612,0.8,1,1.768991364866643,16.45907350505334,1,1,1.1426867558294322,9.475832366245982,0.6,1,1.306667896681451,12.36212198051838,0.7,1,1.5597122290658472,16.894138206158612,0.8,1,1.1357263698009359,9.475832366245987,0.6,1,1.3412320448148192,12.362121980518356,0.7
2019-07-22,10605.03,10328.83,9371.30644231,17.13748131919924,17.79475753725459,19.48972655180236,-18.32996859069317,-117.5921288722203,99.26216028152713,47.41129577871336,9847.02,10618.206108148697,10605.03,1,0.9739557549577889,1.7765302391433464,18.63483386574107,2019-07-22,,0.9791646039662311,1.438455661381603,18.625681749360957,0.8,0.9739557549577889,1.7229193202825006,18.634833865741086,1,0.9895823019831156,1.1307825902793078,10.418885807884257,0.4,0.9843734529746733,1.2862491893474735,13.731599402589655,0.6,0.9791646039662311,1.5272150070745476,18.62568174936097,0.8,0.9895823019831156,1.1238947154505374,10.418885807884251,0.4,0.9843734529746733,1.3202732191946454,13.731599402589628,0.6
2019-07-23,10315.87,9847.02,9040.84882621,16.576947772122697,17.093259032921974,20.594451760021617,-62.1785420793658,-129.15256188871433,66.97401980934855,44.232876813529025,9763.67,10354.822273423397,10315.87,1,0.9545506098855453,1.695788023254395,22.332831043104424,2019-07-23,,0.9818202439542181,1.4123048883750116,20.1050470035494,0.4,1,1.7229193202825006,18.634833865741086,1,0.9818202439542181,1.1102252386472127,12.047448610206251,0.4,0.9818202439542181,1.2628654928710517,15.299937879910361,0.4,1,1.5272150070745476,18.62568174936097,0.4,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.4
2019-07-24,9841.42,9763.67,9433.34520017,16.430895105246,16.564078060763187,22.19690580282534,-100.92256689215355,-134.31726936120168,33.39470246904813,43.68724652596681,9883.96,9879.456107192069,9841.42,1,0.9920997173172165,1.6823908185006065,22.94642363303541,2019-07-24,,0.9984199434634433,1.4100733668045236,20.231285546269337,0.2,1,1.7229193202825006,18.634833865741086,1,0.9952598303903298,1.1049625827110883,12.46435862139711,0.6,0.9968398869268866,1.258874695117446,15.56759965350957,0.4,1,1.5272150070745476,18.62568174936097,0.2,1,1.1238947154505374,10.418885807884251,0.6,1,1.3202732191946454,13.731599402589628,0.4
2019-07-25,9781.52,9883.96,6377.95751785,15.833961125039366,18.187966372578543,21.382841965970076,-124.32249529603541,-126.17375821206683,1.8512629160314198,44.74655213403226,9846.94,9728.333573401302,9781.52,0,1,1.6823908185006065,22.94642363303541,2019-07-25,,1,1.4100733668045236,20.231285546269337,0.2,1,1.7229193202825006,18.634833865741086,1,1,1.1049625827110883,12.46435862139711,0.6,1,1.258874695117446,15.56759965350957,0.4,1,1.5272150070745476,18.62568174936097,0.2,1,1.1238947154505374,10.418885807884251,0.6,1,1.3202732191946454,13.731599402589628,0.4
2019-07-26,9886.08,9846.94,5570.10914746,15.39929688312545,17.80368476220972,21.649879262677743,-143.6283315935707,-116.38367560768168,-27.244655985889004,44.46930540743112,9481.37,9825.645875926271,9886.08,0,1,1.6823908185006065,22.94642363303541,2019-07-26,,1,1.4100733668045236,20.231285546269337,0.2,1,1.7229193202825006,18.634833865741086,1,1,1.1049625827110883,12.46435862139711,0.4,1,1.258874695117446,15.56759965350957,0.3,1,1.5272150070745476,18.62568174936097,0.2,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.3
2019-07-27,9846.94,9481.37,9614.10207519,15.483145364935398,16.392852105814583,22.905903970073457,-176.98654953114055,-119.79351483620124,-57.193034694939314,41.72031486818746,9533.19,9834.109372581634,9846.94,0,1,1.6823908185006065,22.94642363303541,2019-07-27,,1,1.4100733668045236,20.231285546269337,0.2,1,1.7229193202825006,18.634833865741086,1,1,1.1049625827110883,12.46435862139711,0.4,1,1.258874695117446,15.56759965350957,0.3,1,1.5272150070745476,18.62568174936097,0.2,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.3
2019-07-28,9467.84,9533.19,3860.8348169,15.810056716696533,15.646065906217386,23.49841038487158,-198.93257877169708,-113.39163526140621,-85.54094351029087,42.265146744510346,9495.39,9515.309927467633,9467.84,1,1.0069023135160713,1.6940032073864575,22.414575691416076,2019-07-28,,1.0013804627032143,1.4120199204961932,20.121167811082604,0.2,1,1.7229193202825006,18.634833865741086,1,1.0027609254064285,1.108013301978848,12.22267924514692,0.4,1.0020706940548214,1.261481439464391,15.392765984077789,0.3,1,1.5272150070745476,18.62568174936097,0.2,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.3
2019-07-29,9538.73,9495.39,5068.6543093,15.93141808027086,15.949942814118241,22.72085813583905,-216.32493191260437,-104.6271907218508,-111.69774119075358,41.957020263429236,9593.62,9498.80489683412,9538.73,0,1,1.6940032073864575,22.414575691416076,2019-07-29,,1,1.4120199204961932,20.121167811082604,0.2,1,1.7229193202825006,18.634833865741086,1,1,1.108013301978848,12.22267924514692,0.4,1,1.261481439464391,15.392765984077789,0.3,1,1.5272150070745476,18.62568174936097,0.2,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.3
2019-07-30,9508.21,9593.62,5533.97118529,15.939877838120115,15.81648295752693,21.864173577734896,-222.64603554322093,-88.7586354819739,-133.88740006124704,43.117564904471195,10085.34,9483.695243691476,9508.21,0,1,1.6940032073864575,22.414575691416076,2019-07-30,,1,1.4120199204961932,20.121167811082604,0.2,1,1.7229193202825006,18.634833865741086,1,1,1.108013301978848,12.22267924514692,0.4,1,1.261481439464391,15.392765984077789,0.3,1,1.5272150070745476,18.62568174936097,0.2,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.3
2019-07-31,9592.26,10085.34,7917.5084772,15.202264366960652,18.476644444530884,20.67430020885688,-199.08610445890372,-52.15896351812535,-146.92714094077837,48.65223924585247,10407.71,9558.446999859922,9592.26,0,1,1.6940032073864575,22.414575691416076,2019-07-31,,1,1.4120199204961932,20.121167811082604,0.4,1,1.7229193202825006,18.634833865741086,1,1,1.108013301978848,12.22267924514692,0.4,1,1.261481439464391,15.392765984077789,0.4,1,1.5272150070745476,18.62568174936097,0.4,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.4
2019-08-01,10096.01,10407.71,7681.73235986,14.361028920050106,20.81006733990461,19.431796341849143,-160.98433429344732,-11.245754682135157,-149.73857961131216,51.952911467248306,10529.51,9994.887599098576,10096.01,0,1,1.6940032073864575,22.414575691416076,2019-08-01,,1,1.4120199204961932,20.121167811082604,0.6,1,1.7229193202825006,18.634833865741086,1,1,1.108013301978848,12.22267924514692,0.4,1,1.261481439464391,15.392765984077789,0.5,1,1.5272150070745476,18.62568174936097,0.6,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.5
2019-08-02,10416.79,10529.51,9286.86172741,13.87246883149985,21.793939473905375,18.7449346663196,-122.39135664905916,21.8777783698024,-144.26913501886156,53.177562244735704,10821.52,10360.722235177422,10416.79,0,1,1.6940032073864575,22.414575691416076,2019-08-02,,1,1.4120199204961932,20.121167811082604,0.8,1,1.7229193202825006,18.634833865741086,1,1,1.108013301978848,12.22267924514692,0.4,1,1.261481439464391,15.392765984077789,0.6,1,1.5272150070745476,18.62568174936097,0.8,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.6
2019-08-03,10529.51,10821.52,6996.11722818,13.830765236080348,23.43414005187531,17.936547247625857,-74.74051466967649,55.622896279348055,-130.36341094902454,56.06860990505156,10986.96,10517.704774305173,10529.51,0,1,1.6940032073864575,22.414575691416076,2019-08-03,,1,1.4120199204961932,20.121167811082604,0.8,1,1.7229193202825006,18.634833865741086,1,1,1.108013301978848,12.22267924514692,0.4,1,1.261481439464391,15.392765984077789,0.6,1,1.5272150070745476,18.62568174936097,0.8,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.6
2019-08-04,10812.58,10986.96,7556.32923024,14.058990729865105,23.907547419879062,16.95100251647737,-27.126211174972923,82.5897598192413,-109.71597099421422,57.66354565979762,11800.0,10794.021962824587,10812.58,0,1,1.6940032073864575,22.414575691416076,2019-08-04,,1,1.4120199204961932,20.121167811082604,1.0,1,1.7229193202825006,18.634833865741086,1,1,1.108013301978848,12.22267924514692,0.4,1,1.261481439464391,15.392765984077789,0.7,1,1.5272150070745476,18.62568174936097,1.0,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.7
2019-08-05,10986.55,11800.0,17260.45577332,15.4286312730821,30.46095884753415,15.264559223416015,54.48973973067223,131.36456857990916,-76.87482884923693,64.4870974554649,11470.0,10980.648623406902,10986.55,0,1,1.6940032073864575,22.414575691416076,2019-08-05,,1,1.4120199204961932,20.121167811082604,1.0,1,1.7229193202825006,18.634833865741086,1,1,1.108013301978848,12.22267924514692,0.4,1,1.261481439464391,15.392765984077789,0.7,1,1.5272150070745476,18.62568174936097,1.0,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.7
2019-08-06,11800.0,11470.0,16420.57916354,17.086450590573,30.685898582054993,13.581727996506167,101.38363402897812,142.60677030257204,-41.22313627359392,60.242963821124725,11971.57,11702.989072820284,11800.0,0,1,1.6940032073864575,22.414575691416076,2019-08-06,,1,1.4120199204961932,20.121167811082604,1.0,1,1.7229193202825006,18.634833865741086,1,1,1.108013301978848,12.22267924514692,0.4,1,1.261481439464391,15.392765984077789,0.7,1,1.5272150070745476,18.62568174936097,1.0,1,1.1238947154505374,10.418885807884251,0.4,1,1.3202732191946454,13.731599402589628,0.7
2019-08-07,11471.58,11971.57,15480.45524249,18.625854242528842,28.414663891073932,12.576468472929012,164.44267365318592,164.53264794142387,-0.08997428823795417,64.10930668243972,11983.43,11540.730525993422,11471.58,1,1.0435851033597814,1.7678365122721975,19.033006953713947,2019-08-07,,1.0435851033597814,1.47356295467709,16.639640653870003,1.0,1.0435851033597814,1.7980129369375777,15.088524689893626,1,1.0174340413439125,1.1273304516951523,10.69236580604894,0.4,1.030509572351847,1.2999686987122419,12.81143545637936,0.7,1.0435851033597814,1.593778831010501,15.078973677575124,1.0,1.0174340413439125,1.1434887423859068,8.857124959425164,0.4,1.030509572351847,1.3605541904998701,11.099587392884828,0.7
2019-08-08,11973.46,11983.43,10144.46210884,20.055300490773547,26.700148663134758,11.817615692083438,213.6002260612513,170.9521602795914,42.6480657816599,64.19796752721378,11859.32,11911.795933636808,11973.46,0,1,1.7678365122721975,19.033006953713947,2019-08-08,,1,1.47356295467709,16.639640653870003,1.0,1,1.7980129369375777,15.088524689893626,1,1,1.1273304516951523,10.69236580604894,0.4,1,1.2999686987122419,12.81143545637936,0.7,1,1.593778831010501,15.078973677575124,1.0,1,1.1434887423859068,8.857124959425164,0.4,1,1.3605541904998701,11.099587392884828,0.7
2019-08-09,11985.6,11859.32,7336.91484905,21.382643435572202,25.635422932181044,11.346362903770071,243.89757876996373,160.99961039064306,82.89796837932067,62.45915448923812,11273.2,12030.03238350421,11985.6,1,0.9894640234948604,1.7492106283139697,19.886073290141418,2019-08-09,,0.9894640234948604,1.4580375300077681,17.517923441400825,1.0,0.9894640234948604,1.7790691148780664,15.983149998777646,1,0.9957856093979441,1.122579440834117,11.068743060287764,0.4,0.9926248164464023,1.2903811909453076,13.45446712366326,0.7,0.9894640234948604,1.5769868146925854,15.973699615700543,1.0,0.9957856093979441,1.138669634176439,9.241236635440506,0.4,0.9926248164464023,1.3505198536103171,11.75524425385287,0.7
2019-08-10,11859.32,11273.2,7447.24834124,21.44509888077696,23.615720156494056,15.017186519196079,234.19336048949845,121.03631368814222,113.15704680135623,54.897013401610465,11528.73,11908.602176612269,11859.32,1,0.950577267499317,1.6627598593434567,23.84552245950208,2019-08-10,,0.950577267499317,1.3859773311862378,21.594413047257323,1.0,0.950577267499317,1.691142657913221,20.13549230193806,1,0.9802309069997268,1.1003870634680726,12.82683334936013,0.4,0.965404087249522,1.2457392758485057,16.448588827996634,0.7,0.950577267499317,1.4990478171929296,20.126508982615814,1.0,0.9802309069997268,1.116159168281818,11.035455068984275,0.4,0.965404087249522,1.3037973865870263,14.808152124333818,0.7
2019-08-11,11273.03,11528.73,4361.39069182,21.217353995228773,22.370923843848978,15.463599574507446,237.58606793531908,99.54321690717026,138.04285102814882,57.32296933200861,11385.11,11358.019666907745,11273.03,1,1.022682455382448,1.7004753356647402,22.118151920516098,2019-08-11,,1.013609473229469,1.4048397525716676,20.527354310583178,0.6,1.022682455382448,1.7295019257966922,18.323969169435593,1,1.0090729821529791,1.1103708556562875,12.035912764120205,0.4,1.011341227691224,1.259867488619804,15.501013249971878,0.5,1.013609473229469,1.5194490683307105,19.0394728448705,0.6,1.0090729821529791,1.126286060495523,10.228281340577256,0.4,1.011341227691224,1.3185840496115324,13.841971980139778,0.5
2019-08-12,11527.44,11385.11,3417.70935664,21.00587660150546,21.513718411368586,14.871067873380856,230.0972019474757,73.64348073546148,156.45372121201422,55.515586108775494,10862.28,11470.44733744485,11527.44,0,1,1.7004753356647402,22.118151920516098,2019-08-12,,1,1.4048397525716676,20.527354310583178,0.8,1,1.7295019257966922,18.323969169435593,1,1,1.1103708556562875,12.035912764120205,0.4,1,1.259867488619804,15.501013249971878,0.6,1,1.5194490683307105,19.0394728448705,0.8,1,1.126286060495523,10.228281340577256,0.4,1,1.3185840496115324,13.841971980139778,0.6
2019-08-13,11380.61,10862.28,9003.17888634,19.743170068986913,19.887747345350377,18.606659212954508,193.78744264572742,29.866977146970555,163.92046549875687,49.408256524383084,10022.99,11398.338678738708,11380.61,1,0.9544549896710282,1.6230271689377278,25.66528149573561,2019-08-13,,0.9726729938026168,1.3664496879468113,22.69910379186031,0.6,0.9544549896710282,1.6507317427223052,22.04390483724307,1,0.9817819958684113,1.0901421148203456,13.638442868814884,0.4,0.9772274948355141,1.2311771497286417,17.425266862130716,0.5,0.9726729938026168,1.477927074223829,21.251881672182133,0.6,0.9817819958684113,1.1057673763920648,11.863742882014435,0.4,0.9772274948355141,1.2885565875319451,15.804006118183962,0.5
2019-08-14,10862.25,10022.99,12678.9411947,19.588863159839587,17.886573703794365,25.518418508039154,118.007261840914,-36.7305629262743,154.7378247671883,41.51314457190477,10301.44,10919.711654289593,10862.25,1,0.9227360813827706,1.497625729843371,31.408673136683745,2019-08-14,,0.9690944325531082,1.324218784953187,25.088131853326146,0.4,0.9227360813827706,1.5231897396937317,28.06709822961531,1,0.9690944325531082,1.0564506541640681,16.307495797551326,0.4,0.9690944325531082,1.193126921288631,19.977285846532233,0.4,0.9690944325531082,1.432250899349817,23.685636954478323,0.4,0.9690944325531082,1.0715930081604073,14.587643920890933,0.4,0.9690944325531082,1.2487330150068399,18.40613108585652,0.4
2019-08-15,10022.5,10301.44,15083.17326332,20.01912443182258,16.13234467310478,27.241472756784315,71.17712021957232,-66.8485636380928,138.02568385766511,44.671957630241614,10354.34,10115.768706394643,10022.5,1,1.0278313793963583,1.53930671972439,29.499681895451165,2019-08-15,,1.0055662758792716,1.3315897520347504,24.671151728590136,0.2,1.0278313793963583,1.565582211231788,26.065106349362765,1,1.0111325517585432,1.0682116457518964,15.375784662715478,0.4,1.0083494138189075,1.203088831692949,19.309143091152787,0.3,1.0055662758792716,1.440223202983933,23.26085015621606,0.2,1.0111325517585432,1.083522572787846,13.636786446021135,0.4,1.0083494138189075,1.259159203698464,17.724870109206638,0.3
2019-08-16,10294.9,10354.34,11080.39966131,20.210413188626713,15.792093084025394,25.065641300838937,35.89999801781414,-81.7005486718808,117.60054668969494,45.2766458315669,10210.89,10219.664665104247,10294.9,0,1,1.53930671972439,29.499681895451165,2019-08-16,,1,1.3315897520347504,24.671151728590136,0.2,1,1.565582211231788,26.065106349362765,1,1,1.0682116457518964,15.375784662715478,0.4,1,1.203088831692949,19.309143091152787,0.3,1,1.440223202983933,23.26085015621606,0.2,1,1.083522572787846,13.636786446021135,0.4,1,1.259159203698464,17.724870109206638,0.3
2019-08-17,10351.18,10210.89,3907.52839849,20.38803846280198,14.99172591180912,23.795276673363844,-0.2612273965787608,-94.28941926901896,94.0281918724402,43.87626735041871,10318.99,10334.621051981823,10351.18,0,1,1.53930671972439,29.499681895451165,2019-08-17,,1,1.3315897520347504,24.671151728590136,0.2,1,1.565582211231788,26.065106349362765,1,1,1.0682116457518964,15.375784662715478,0.4,1,1.203088831692949,19.309143091152787,0.3,1,1.440223202983933,23.26085015621606,0.2,1,1.083522572787846,13.636786446021135,0.4,1,1.259159203698464,17.724870109206638,0.3
2019-08-18,10221.94,10318.99,3398.41986671,20.450102686183264,14.727348479006038,22.678736649737726,-23.325658034758817,-93.88307992575922,70.5574218910004,45.250502784487665,10927.3,10226.872653438779,10221.94,1,1.009494283863924,1.553921334675099,28.830331862869635,2019-08-18,,1.001898856772785,1.3341182502539726,24.528113034863882,0.2,1.009494283863924,1.5804462931575325,25.363147481594588,1,1.0037977135455696,1.0722684075885036,15.054406133845871,0.4,1.0028482851591771,1.2065155717574316,19.079312520938036,0.3,1.001898856772785,1.442957980567241,23.115133501797438,0.2,1.0037977135455696,1.0876374811394527,13.308803700068275,0.4,1.0028482851591771,1.2627456481713997,17.49052707776932,0.3
2019-08-19,10318.99,10927.3,8044.02134828,19.526929371387368,18.133650684852945,21.08512909140394,-9.023690377895036,-63.664889815116354,54.64119943722132,52.32491010201963,10772.22,10303.433291192247,10318.99,0,1,1.553921334675099,28.830331862869635,2019-08-19,,1,1.3341182502539726,24.528113034863882,0.4,1,1.5804462931575325,25.363147481594588,1,1,1.0722684075885036,15.054406133845871,0.4,1,1.2065155717574316,19.079312520938036,0.4,1,1.442957980567241,23.115133501797438,0.4,1,1.0876374811394527,13.308803700068275,0.4,1,1.2627456481713997,17.49052707776932,0.4
2019-08-20,10927.3,10772.22,5883.59995275,18.635732144871437,17.5084128802053,20.16441027865544,-5.794935468791664,-48.34890792481038,42.55397245601872,50.53226543073661,10134.75,10861.177655486239,10927.3,0,1,1.553921334675099,28.830331862869635,2019-08-20,,1,1.3341182502539726,24.528113034863882,0.8,1,1.5804462931575325,25.363147481594588,1,1,1.0722684075885036,15.054406133845871,0.4,1,1.2065155717574316,19.079312520938036,0.6,1,1.442957980567241,23.115133501797438,0.8,1,1.0876374811394527,13.308803700068275,0.4,1,1.2627456481713997,17.49052707776932,0.6
2019-08-21,10778.75,10134.75,9812.62171129,18.979509357445735,15.765105977547284,25.423190199105935,-37.15712890960094,-63.76888109249573,26.61175218289479,43.877719680896895,10112.01,10839.090821507794,10778.75,1,0.940252812246318,1.4610789049378137,33.082519387426004,2019-08-21,,0.9641516873477908,1.2862923621038498,27.233652835242278,0.6,0.940252812246318,1.4860190717456385,29.82248952235563,1,0.9761011248985272,1.0466423988402909,17.08451027207352,0.4,0.9701264061231589,1.1704726155606655,21.496704274922305,0.5,0.9641516873477908,1.391230371735866,25.87132623424837,0.6,0.9761011248985272,1.0616441688220204,15.380625772837606,0.4,0.9701264061231589,1.2250228975081787,19.95538156284026,0.5
2019-08-22,10123.56,10112.01,6710.30664788,19.44102729385908,14.953763531550043,25.15867223163432,-62.97970843803523,-71.67316849674401,8.693460058708785,43.656859446106566,10401.6,10266.969931972177,10123.56,1,0.998859096997499,1.4594119556282792,33.1588657419767,2019-08-22,,0.9997718193994998,1.2859988551402461,27.250256704034538,0.2,1,1.4860190717456385,29.82248952235563,1,0.9995436387989995,1.046164751858138,17.1223496845473,0.4,0.9996577290992497,1.170071996844234,21.523573668662,0.3,1,1.391230371735866,25.87132623424837,0.2,1,1.0616441688220204,15.380625772837606,0.4,1,1.2250228975081787,19.95538156284026,0.3
2019-08-23,10112.45,10401.6,5557.29144342,19.292079422952813,16.887443707276166,23.980360546068916,-67.45232829203633,-60.916630680596086,-6.535697611440238,47.29518500554518,10149.7,10121.070719497424,10112.45,1,1.02859346646955,1.5011416024467967,31.24764601078322,2019-08-23,,1.00571869329391,1.2933530881691127,26.834223234914223,0.2,1,1.4860190717456385,29.82248952235563,1,1.01143738658782,1.0581301425596903,16.174445958399314,0.4,1.008578039940865,1.1801089211668514,20.850399749175434,0.3,1,1.391230371735866,25.87132623424837,0.2,1,1.0616441688220204,15.380625772837606,0.4,1,1.2250228975081787,19.95538156284026,0.3
2019-08-24,10401.87,10149.7,5106.55673687,19.422687618948387,15.865618860998792,24.361912503947913,-83.73367235384467,-61.75837979392354,-21.975292559921126,44.597446857657644,10136.75,10379.877276056384,10401.87,0,1,1.5011416024467967,31.24764601078322,2019-08-24,,1,1.2933530881691127,26.834223234914223,0.4,1,1.4860190717456385,29.82248952235563,1,1,1.0581301425596903,16.174445958399314,0.4,1,1.1801089211668514,20.850399749175434,0.4,1,1.391230371735866,25.87132623424837,0.4,1,1.0616441688220204,15.380625772837606,0.4,1,1.2250228975081787,19.95538156284026,0.4
2019-08-25,10149.38,10136.75,3953.39528117,19.543966658087136,15.061067070384953,23.12651031134822,-96.51283818068441,-59.63003649661063,-36.88280168407378,44.45705244834629,10360.97,10207.761285381996,10149.38,1,0.9987555890113485,1.4992735653411902,31.333202195583056,2019-08-25,,0.9997511178022697,1.2930311956100877,26.85243289423417,0.2,1,1.4860190717456385,29.82248952235563,1,0.9995022356045394,1.0576034430489605,16.216171334630978,0.4,0.9996266767034045,1.1796683590140598,20.879948138865277,0.3,1,1.391230371735866,25.87132623424837,0.2,1,1.0616441688220204,15.380625772837606,0.4,1,1.2250228975081787,19.95538156284026,0.3
2019-08-26,10136.75,10360.97,7166.67534085,18.91410512383042,17.548195243023255,21.76487822606947,-93.71422279269063,-45.465136886893475,-48.24908590579716,47.53659061338955,10167.29,10142.601329067515,10136.75,1,1.0221195156238438,1.5324367703941706,29.814325888708932,2019-08-26,,1.0044239031247688,1.2987514403567708,26.52883514354573,0.2,1,1.4860190717456385,29.82248952235563,1,1.0088478062495376,1.0669609134019016,15.474868251755334,0.4,1.0066358546871532,1.1874964668235095,20.354918971874763,0.3,1,1.391230371735866,25.87132623424837,0.2,1,1.0616441688220204,15.380625772837606,0.4,1,1.2250228975081787,19.95538156284026,0.3
2019-08-27,10355.11,10167.29,4781.3350218,18.556581716098155,16.808082602663262,22.23906319941014,-100.81277508020867,-42.0509513395292,-58.76182374067947,45.20507170648257,9711.78,10336.852798403972,10355.11,0,1,1.5324367703941706,29.814325888708932,2019-08-27,,1,1.2987514403567708,26.52883514354573,0.6,1,1.4860190717456385,29.82248952235563,1,1,1.0669609134019016,15.474868251755334,0.4,1,1.1874964668235095,20.354918971874763,0.5,1,1.391230371735866,25.87132623424837,0.6,1,1.0616441688220204,15.380625772837606,0.4,1,1.2250228975081787,19.95538156284026,0.5
2019-08-28,10171.39,9711.78,9303.15591906,19.03346813609438,15.385281026680417,25.769986129539348,-129.69121783660012,-56.74351527673652,-72.9477025598636,40.20998895210401,9490.0,10205.28174515448,10171.39,1,0.9548134522420241,1.4631912430826761,32.985774203864516,2019-08-28,,0.9909626904484048,1.2870142215596865,27.192816803469793,0.2,0.9548134522420241,1.4188709999909412,32.993568951089564,1,0.9819253808968096,1.0476760012941702,17.00262781275184,0.4,0.9864440356726072,1.171398807080345,21.434584849144343,0.3,0.9909626904484048,1.3786573922089083,26.54125000571868,0.2,0.9819253808968096,1.0424553548474391,16.9100887307439,0.4,0.9864440356726072,1.2084165308093184,21.04046355497417,0.3
2019-08-29,9720.2,9490.0,7717.10637568,19.833718334470984,14.648856008582298,27.347187455617174,-163.16185653743923,-72.17132318206049,-90.99053335537874,38.00788232054881,9579.75,9781.172915972144,9720.2,1,0.9763173597251085,1.4285390112193777,34.57284800669475,2019-08-29,,1,1.2870142215596865,27.192816803469793,0.0,0.9763173597251085,1.38526838850168,34.58045815372523,1,0.9905269438900434,1.0377513077488554,17.788866576460602,0.4,0.9952634719450217,1.1658504437670407,21.806712142157394,0.2,1,1.3786573922089083,26.54125000571868,0.0,0.9905269438900434,1.0325801167788446,17.697204122368877,0.4,0.9952634719450217,1.2026928320090406,21.41445761455411,0.2
2019-08-30,9490.56,9579.75,5317.3097001,20.576807804392114,14.017123060218932,26.167838068152296,-183.32205265850826,-73.8652154425036,-109.45683721600466,39.45296934612187,9594.15,9510.603225849723,9490.56,1,1.0093977594578192,1.4419640772229283,33.95797937025149,2019-08-30,,1,1.2870142215596865,27.192816803469793,0.0,1,1.38526838850168,34.58045815372523,1,1.0037591037831277,1.04165232261576,17.47982639379295,0.4,1.0018795518915637,1.1680417201739035,21.659743800056596,0.2,1,1.3786573922089083,26.54125000571868,0.0,1,1.0325801167788446,17.697204122368877,0.4,1,1.2026928320090406,21.41445761455411,0.2
